bc,co,date,location,no2,o3,pm10,pm25,so2
"","",2022-04-16,TIDEWATER COMM. COLL,"",0.0392,"","",""
"","",2022-04-17,Parkgate (Eagle Rive,"","",19.7619,"",""
"","",2022-04-17,Potlatch,"","","",1.0521,""
"",0.3174,2022-04-17,TRINITY,0.0033,"","",5.1625,0.001
"","",2022-04-17,Carlisle,"","","",3.5292,""
"","",2022-04-17,FRANCONIA,"",0.0396,"",4.8891,0.0
"","",2022-04-17,SUMERDUCK,"",0.0402,"","",""
"",0.1559,2022-04-17,Horicon Wildlife Are,"",0.0356,4.7083,3.1708,0.0
"","",2022-04-17,Daniel South,1.0E-4,0.0463,3.4783,"",""
"","",2022-04-17,Cocoa Beach,"",0.0282,"","",""
"","",2022-04-18,Keeler,"","",12.2273,6.36,""
"","",2022-04-18,SEAFORD,"",0.0298,"",3.407,""
"","",2022-04-18,APOLLO BEACH,"","","",6.7126,4.0E-4
"","",2022-04-18,GC_MAD,"","","",4.924,""
"","",2022-04-18,Great Falls Overlook,"","","",5.3029,""
"","",2022-04-18,Laconia,"",0.034,"",1.887,""
"","",2022-04-18,CCNY,"",0.0228,"",1.5974,""
"","",2022-04-18,JOHNSTON,"",0.0365,"",4.2391,""
"","",2022-04-18,District 6,"",0.0295,"","",""
"","",2022-04-18,Sipayik,"",0.0313,"","",""
"","",2022-04-18,Indio-29 Palms,"",0.0412,41.8,9.9111,""
"","",2022-04-18,Kamiah,"","","",4.3853,""
"","",2022-04-18,St. Petersburg Colle,"",0.0319,"",4.2464,""
"",0.2727,2022-04-19,Buckeye,0.009,0.0302,68.9895,"",""
0.1242,"",2022-04-19,Livermore - Rincon,0.0018,0.0323,"",2.6429,""
"","",2022-04-19,King City AMS,"",0.0287,20.3697,2.7647,""
"","",2022-04-19,Redding,"",0.0308,"",2.024,""
"","",2022-04-19,7004,0.002,0.0335,"","",0.001
"","",2022-04-19,Tallahassee Communit,"",0.0387,"",5.8476,""
"","",2022-04-19,JPRECC,"",0.0411,"",4.5792,""
"","",2022-04-19,SCOTTVILLE,"",0.0326,"","",""
"","",2022-04-19,Marine on St. Croix,"",0.04,"","",""
"","",2022-04-19,FRANCONIA,"",0.0294,"",3.7897,0.0
"","",2022-04-19,Clarkston-13th St,"","","",2.376,""
0.0446,"",2022-04-19,HARRINGTON BCH,"",0.0352,"",2.5058,""
"",0.1812,2022-04-20,Pomona,0.0057,0.035,"","",""
"",0.2391,2022-04-20,San Rafael,0.0057,0.0305,"",3.9565,""
"",0.1186,2022-04-20,Mira Loma - Van Bure,0.0037,0.0331,29.2871,8.7327,""
"",0.1436,2022-04-20,San Bernadino - 4th,0.007,0.0336,22.3861,"",""
"","",2022-04-20,El Cajon - Lexington,"",0.033,"",6.613,""
"","",2022-04-20,Piru - Pacific,"",0.0259,"",4.8456,""
"",0.0,2022-04-20,ALLEN PARK,"",0.0207,12.7391,4.7978,4.0E-4
"","",2022-04-20,Marshall,"",0.03,"",5.971,""
"","",2022-04-20,Huntington Wildlife,"",0.0311,"","",""
"",0.473,2022-04-20,Smoky Row Near Road,0.0171,"","",5.8339,""
"","",2022-04-20,Healdton,"","",14.6449,8.6667,""
"","",2022-04-20,NEA,"",0.0319,"","",""
0.0678,0.157,2022-04-20,E Providence,0.0029,0.0346,"",2.413,0.0
"","",2022-04-20,SHELBY FARMS,"",0.0372,"",6.3443,""
"","",2022-04-20,Beloit-Converse,"",0.0343,"","",""
"","",2022-04-20,San Diego - Sherman,"",0.0358,"",5.4688,""
"","",2022-04-20,Sunriver Three River,"","","",2.623,""
"","",2022-04-20,Milwaukee-UWM UPark,0.0051,0.0321,"","",0.001
"","",2022-04-20,Xenia,"",0.0302,"","",""
"","",2022-04-20,Dinosaur National Mo,"",0.05,"","",""
"","",2022-04-21,Hayden,"","",27.7556,"",8.0E-4
"","",2022-04-21,Fresno-Foundry Park,0.0134,"","",5.4,""
"","",2022-04-21,Dirty Socks,"","",393.4474,"",""
"","",2022-04-21,Bakersfield - Califo,0.0039,0.0298,"",3.3333,""
"",0.5512,2022-04-21,Anaheim Near Road,0.0169,"","","",""
"","",2022-04-21,Phelan - Beekley Roa,"",0.0424,"","",""
"","",2022-04-21,Melbourne,"",0.0509,21.3421,7.6877,""
"","",2022-04-21,ROCK_LP,"",0.0375,"","",""
"","",2022-04-21,Uxbridge,"",0.0234,"","",""
"","",2022-04-21,Bayonne,0.0223,0.0223,"","",0.0
"","",2022-04-21,Hurricane,0.0052,0.0469,"",10.3257,""
"","",2022-04-21,Gillette SLAMS,"","","",5.3397,""
"","",2022-04-21,"Muscatine, High Scho","","","",6.1552,0.0
"","",2022-04-21,RG_SOUTH,"",0.0263,"",2.8524,""
"",0.2771,2022-04-21,TOR,0.007,"","",6.2566,""
"","",2022-04-22,Nipomo RP,9.0E-4,0.036,12.6232,"",""
"","",2022-04-22,NR-285,0.0135,"","","",""
"","",2022-04-22,16th and Whitmore,"",0.0278,"","",-0.001
"","",2022-04-22,Odiorne State Park,"",0.0424,"","",""
"","",2022-04-22,LWATTOWR,"","","",13.25,""
"","",2022-04-22,Talent - Rapp Lane,"","","",2.3258,""
"","",2022-04-22,Oakridge - Willamett,"","","",1.487,""
"","",2022-04-22,Sandhill,0.0034,0.0397,"","",""
"","",2022-04-22,BEACH ROAD,"",0.0345,"","",""
"","",2022-04-22,Bayonne,0.0152,0.0327,"","",1.0E-4
"","",2022-04-22,M.K. Goddard,"",0.0412,"","",""
"","",2022-04-23,Queen Valley,"",0.0491,"","",""
"","",2022-04-23,Douglasville,"",0.0387,"","",""
"","",2022-04-23,BRAIDWD,"",0.0358,"",12.3618,""
"","",2022-04-23,FIVCO,"",0.035,"",10.5792,""
"","",2022-04-23,Navajo Lake,0.0022,0.0481,"","",""
"",0.3235,2022-04-23,Harrisville,0.003,0.0364,2.7745,1.7853,""
"","",2022-04-23,Madison University A,"","",20.8235,13.1618,""
"",0.35,2022-04-24,Pleasanton - Owens C,0.0056,"","",4.9524,""
"","",2022-04-24,El Cajon - Lexington,"",0.0402,"",6.5113,""
"","",2022-04-24,Ute 3,0.0044,0.0404,7.9167,"",""
"","",2022-04-24,Valparaiso,"",0.0395,"","",""
"","",2022-04-24,HVILLE,"",0.039,"",10.1092,""
"","",2022-04-24,Lockhart C1604,"",0.0309,"","",""
"","",2022-04-24,Marysville-7th Ave,"","","",10.8929,""
"",0.1588,2022-04-24,Horicon Wildlife Are,"",0.0455,18.8487,8.3731,0.0
"","",2022-04-24,Coos Bay Marshfield,"","","",3.3915,""
"","",2022-04-24,Kittanning,"",0.0355,"",16.3417,""
"","",2022-04-25,Placerville,"",0.0422,"","",""
"","",2022-04-25,Huron,"","","",6.0833,""
"","",2022-04-25,Simi Valley - Cochra,"",0.0433,13.8099,4.1338,""
"","",2022-04-25,NEWTWN,"",0.0367,"",9.2208,""
"","",2022-04-25,Duluth-WDSE,"",0.031,"",1.6,""
"","",2022-04-25,Manse,"","",13.6053,"",""
"","",2022-04-25,Omak-Colville Tribe,"","","",4.9831,""
"","",2022-04-25,Wetumpka Tech Park,"",0.0207,"","",""
"","",2022-04-26,Prescott Pioneer Par,"",0.0574,"","",""
"","",2022-04-26,Camp Pendleton,"",0.0458,"",11.3557,""
"",0.1553,2022-04-26,NCORE,"",0.0415,19.7803,6.0657,3.0E-4
"","",2022-04-26,Idaho City,"","","",6.8632,""
"","",2022-04-26,Indpls-W.18th St,"","","",4.512,""
"","",2022-04-26,Millbrook,"",0.0397,"","",""
"","",2022-04-26,Whiteface Mtn,"",0.0436,"",5.3857,""
"","",2022-04-26,Shadyside,0.0023,"","","",0.0
"","",2022-04-26,Harrisburg,"",0.0288,"",10.77,""
"","",2022-04-26,Vancouver-Blairmont,"",0.0278,"","",""
"","",2022-04-26,North Charleston F.S,"","","",9.4521,""
"","",2022-04-26,BROADWAY (South),"","","",1.6722,""
"",0.2915,2022-04-27,Oakland,0.0037,0.0336,"",9.2766,""
"",0.1102,2022-04-27,NCORE - Bishop,"",0.0472,19.8889,5.8803,0.0
"","",2022-04-27,Greeley Hospital,"","","",14.1934,""
"","",2022-04-27,Ketchum,"","","",7.2672,""
"","",2022-04-27,YPSILANTI,"",0.031,"",2.9972,""
"","",2022-04-27,Santee Sioux,"",0.0384,"","",""
"","",2022-04-27,Rutgers University,0.0032,0.0263,"",5.7804,""
"",0.1626,2022-04-27,Del Norte,0.0065,0.0367,42.9487,8.5009,0.0
"","",2022-04-27,Chelsea HP,"","","",5.3529,""
"","",2022-04-27,Sunriver Three River,"","","",3.0961,""
"","",2022-04-28,Fresno - Drummond St,0.0059,0.0446,38.0,"",""
"","",2022-04-28,Shoshone Bannock Tri,"","",16.6263,"",""
"","",2022-04-28,Liberty High School,"",0.0621,44.6387,11.2227,""
"","",2022-04-28,Cooley,"",0.035,"","",""
"",0.2962,2022-04-28,North OKC,0.0033,0.0436,20.8722,8.6045,0.0
"","",2022-04-28,Darrington-Fir St,"","","",3.5981,""
"","",2022-04-28,Hesperia - Olive Str,"",0.0462,28.2125,"",""
"","",2022-04-01,ADEQ-DSR,"","","",5.8457,""
"","",2022-04-01,BELLFNT2,"",0.0342,"","",3.0E-4
"","",2022-04-01,Sandcut,"",0.0323,"","",""
"","",2022-04-01,Holtsville,"",0.0347,"",4.4634,""
"","",2022-04-01,Salem - State Hospit,"","","",4.9983,""
"","",2022-04-01,Hurricane,0.0053,0.035,"",3.901,""
"","",2022-04-01,Candor,"",0.0383,"","",""
0.3088,"",2022-04-02,Livermore - Rincon,0.0055,0.0282,"",8.8961,""
"","",2022-04-02,Ellyson Industrial P,"",0.0345,"",9.1352,0.001
"","",2022-04-02,West Mesa,"","",12.4711,"",""
"",0.5423,2022-04-02,Near Road OKC,0.0115,"",16.8,7.6423,""
"","",2022-04-02,Hershey,"",0.043,"","",""
"","",2022-04-02,BEACH ROAD,"",0.0356,"","",""
"","",2022-04-02,Paonia,0.0012,0.0446,6.6972,3.4725,""
"","",2022-04-03,King City AMS,"",0.0284,23.8217,9.1705,""
"","",2022-04-03,Atascadero2,0.0014,0.0222,11.8061,4.2551,""
"","",2022-04-03,Garden City,"","","",6.8252,""
"",0.306,2022-04-03,Sunrise Acres,"","","","",""
"","",2022-04-03,WNVLELSC,"",0.0423,"","",""
"","",2022-04-03,Berea BOE,"",0.0348,"","",""
"","",2022-04-03,Arendtsville,"",0.0374,"",9.35,""
"",0.3144,2022-04-03,TOR,0.0087,"","",10.1608,""
"",0.3672,2022-04-04,West Chandler Fire S,"",0.0317,23.431,"",""
"","",2022-04-04,San Andreas,"",0.027,10.0609,4.6087,""
"","",2022-04-04,Shell Cut,"","",14.6638,"",""
"","",2022-04-04,ROCK_LP,"",0.0279,"","",""
"","",2022-04-04,Indpls-Ft. Harrison,"",0.0332,"","",""
"","",2022-04-04,FIVCO,"",0.0253,"",6.4821,""
"",0.2452,2022-04-04,77th and Dodge,"","","","",""
"","",2022-04-04,CASTLE H,"",0.0373,11.1379,6.7377,""
"","",2022-04-04,Laird Eng Bldg,"","","",8.9948,""
"","",2022-04-04,Lawton North,"",0.0403,18.7571,11.7257,""
"","",2022-04-04,Custer-Loomis (SO-AQ,"",0.0402,"",0.0328,""
"","",2022-04-04,Rutgers University,0.0037,0.0368,"",4.1267,""
"",0.2046,2022-04-05,Buckeye,0.0058,0.034,38.0185,"",""
"","",2022-04-05,JERSEYVL,"",0.0312,"",6.5983,""
"","",2022-04-05,Terre Haute-Lafayett,"",0.0246,"","",""
"","",2022-04-05,Bar Harbor - Cadilla,"",0.047,"","",""
"",0.2758,2022-04-05,Minneapolis-Near Roa,0.0068,0.0251,"",5.1408,""
"","",2022-04-05,Kalispell Flathead E,"","",27.1624,"",""
"","",2022-04-05,Bozeman High School,"","","",3.8419,""
"","",2022-04-05,Holtsville,"",0.0273,"",4.335,""
"","",2022-04-05,JAMESVIL,"",0.0372,12.9407,"",3.0E-4
"",0.2091,2022-04-05,MATH & SCIENCE CTR,0.0066,0.0384,"",9.3711,3.0E-4
"","",2022-04-05,Paonia,0.0023,0.0357,21.0763,5.2017,""
"","",2022-04-05,Globe,"","","","",9.0E-4
"",0.004,2022-04-05,Cheyenne NCore,8.0E-4,0.044,27.1594,11.5714,0.0
"","",2022-04-06,Nogales Post Office,"","",37.0833,10.3333,""
"",0.4281,2022-04-06,Pomona,0.021,0.0307,"","",""
"","",2022-04-06,Fort Bragg High Scho,"","",28.4366,"",""
"","",2022-04-06,Savannah L&A,"","",15.5126,6.6504,0.0
"","",2022-04-06,QUINCY,"",0.0422,"","",""
"","",2022-04-06,Rochester,"",0.0353,"",4.0924,""
"","",2022-04-06,Loudonville,"",0.0373,"","",""
"","",2022-04-06,Spanish Fork,0.0033,0.0396,"",3.7347,""
"","",2022-04-06,MADISON EAST,"",0.0299,"",9.3708,0.0
"","",2022-04-06,Grand Island DOT,"","","",3.75,""
"","",2022-04-06,Inland Port,0.0028,0.0366,"",2.8903,""
"",0.1979,2022-04-06,Blue Ridge I-70,0.0066,"","",4.1239,""
"","",2022-04-07,Colusa - Sunrise Blv,"",0.0298,41.1468,7.1339,""
"","",2022-04-07,Los Gatos,"",0.0384,"","",""
"","",2022-04-07,Shapleigh Ball Park,"",0.0372,"","",""
"","",2022-04-07,Fairhaven2,"",0.0392,"","",""
"","",2022-04-07,Detroit Lakes,"",0.0401,"",0.1481,""
"","",2022-04-07,Tulsa 0175,"","","","",0.0
"","",2022-04-07,The Dalles - Cherry,"","","",2.7467,""
"","",2022-04-07,Kutztown,"",0.0354,"","",""
"","",2022-04-08,Bakersfield - Califo,0.0118,0.0291,"",14.5532,""
"","",2022-04-08,Lewiston,"","","",3.6083,""
"","",2022-04-08,Bangor MSS,"","","",0.1978,""
0.1331,0.1546,2022-04-08,HU-Beltsville,0.005,0.0332,"",2.2273,0.0
"","",2022-04-08,Great Falls Overlook,"","","",5.3257,""
"","",2022-04-08,McAlester,"",0.036,40.3431,5.4745,""
"","",2022-04-08,Zion NP,"",0.0391,"","",""
"","",2022-04-08,Anacortes-202 Ave (S,"",0.0365,"",3.4054,2.0E-4
"","",2022-04-08,Sunnyside-S 16th,"","","",10.5514,""
"","",2022-04-08,Wetumpka Tech Park,"",0.0361,"","",""
"","",2022-04-09,Chester BAM,"","","",5.8904,""
"",0.2814,2022-04-09,Lake Elsinore - W. F,0.0084,0.0457,26.4054,6.3532,""
"","",2022-04-09,Palatka,"","",40.5,"",""
"",0.3668,2022-04-09,Boston-Von Hillern,0.0132,"","",7.3108,""
"","",2022-04-09,HOLLAND,"",0.0345,"",1.9241,""
"","",2022-04-09,BAYVIEW,"","","","",-3.0E-4
"","",2022-04-09,Clemmons Middle,"",0.0354,"",2.1774,""
"","",2022-04-09,Harriman,"","","",2.3019,""
"","",2022-04-09,Albemarle HS,"",0.0366,"",1.6273,""
"","",2022-04-09,POTAWATOMI,"",0.04,"",1.057,1.0E-4
"","",2022-04-09,Lamstein Lane,"",0.0419,"","",""
"","",2022-04-09,SF-USD,"",0.0326,7.0455,1.2857,""
"","",2022-04-10,Atascadero2,0.0014,0.0362,26.694,8.7687,""
"","",2022-04-10,Yreka,"",0.0358,"",4.9646,""
"","",2022-04-10,Mayo Clinic,"",0.0337,"",12.2075,""
"",0.4263,2022-04-10,South DeKalb,0.0104,0.0249,12.7387,7.0441,1.0E-4
"","",2022-04-10,Xenia,"",0.0326,"","",""
"",0.0178,2022-04-10,Taft NCore,0.0103,0.0318,7.0256,3.9333,4.0E-4
"","",2022-04-10,Sisters Forest Servi,"","","",1.7638,""
"","",2022-04-10,Silverton,"","","",2.6482,""
"","",2022-04-10,Aspen Pumphouse,"",0.0475,"","",""
"","",2022-04-10,South Pass,2.0E-4,0.0513,"",0.6667,""
"","",2022-04-10,LEWISPOR,"",0.034,"","",""
"","",2022-04-11,MARION,"",0.0436,"",7.5859,""
"",0.3313,2022-04-11,Salinas AMS,0.002,0.038,"",5.9084,""
"","",2022-04-11,Auburn,"",0.0387,"",4.1765,""
"","",2022-04-11,Santa Barbara,"",0.0285,40.1832,10.4504,""
"",0.2823,2022-04-11,Vallejo,0.0011,0.0386,"",4.2674,0.001
"",0.281,2022-04-11,Colorado Springs - H,"","","","",0.0
"","",2022-04-11,Osceola National For,"",0.0339,"","",""
"","",2022-04-11,SUMERDUCK,"",0.0325,"","",""
"","",2022-04-11,Santa Maria,"","",32.7059,13.2061,""
"","",2022-04-11,Coos Bay Marshfield,"","","",1.5282,""
"","",2022-04-11,CAPCOG Round Rock Br,"",0.0433,"","",""
"","",2022-04-11,Garrison Arena,"",0.0321,"","",""
"","",2022-04-12,Gilory - 9th Street,"",0.0376,"",7.2921,""
"","",2022-04-12,Dayville,"",0.03,"","",2.0E-4
"","",2022-04-12,COGGON,"",0.0301,"","",""
"","",2022-04-12,NKU,"",0.0314,"",0.0,""
"","",2022-04-12,St. Cloud,"",0.0323,"",3.9412,""
"","",2022-04-12,Coffeeville,"",0.0362,"","",""
"","",2022-04-12,Flemington,"",0.0373,"",4.902,""
"",0.0398,2022-04-12,Eastwood,0.0047,0.0375,"",9.8054,""
"","",2022-04-12,Lawton North,"",0.0379,31.9044,14.8382,""
"","",2022-04-12,Juel Spring,0.001,0.0447,"","",""
"","",2022-04-13,Butte (Harrison Cour,"","",15.125,4.6875,""
"","",2022-04-13,Buick NE,"","","","",0.0012
"","",2022-04-13,Wilmington,"",0.0326,"","",""
"","",2022-04-13,GRAFTON,"",0.0346,"","",""
"",0.115,2022-04-13,Cheyenne NCore,0.002,0.0343,7.9706,8.5,4.0E-4
"","",2022-04-13,Yellowstone- Old Fai,0.0012,"","",2.2526,""
"",0.1473,2022-04-13,Santa Clarita,0.0022,0.0505,"",6.3466,""
"","",2022-04-13,Indio - Jackson Stre,"",0.052,25.6897,9.9121,""
"","",2022-04-14,Gothic,"",0.0518,"","",""
"","",2022-04-14,Bridgeport,"","","",17.9176,0.0
"","",2022-04-14,Valdosta,"","",22.4746,11.3644,""
"","",2022-04-14,Minneapolis - Bottin,"","",25.4,"",""
"","",2022-04-14,Hattiesburg,"","","",6.4339,""
"","",2022-04-14,NMARKET,"",0.0385,"","",""
"","",2022-04-14,Ritzville-Alder St,"","","",2.1212,""
"","",2022-04-14,North Bend-North Ben,"","","",2.3729,""
"",0.1241,2022-04-14,Cheyenne NCore,0.0014,0.0454,7.0441,5.4085,0.0
"","",2022-04-14,Blue Grass Trail,"",0.0449,"","",""
"","",2022-04-14,"Muscatine, High Scho","","","",4.3008,0.0
"","",2022-04-14,LWATTOWR,"","","",7.4528,""
"","",2022-04-14,KS Hawaii,"","","",4.6087,""
"",0.19,2022-04-14,Kapolei,0.0031,"",42.4444,6.8889,0.0
"","",2022-04-15,LEEDS,"",0.0263,"","",""
"","",2022-04-15,San Ramon,0.0068,0.0295,"","",""
"","",2022-04-15,Hammond-141st St,"",0.037,"","",0.0
"","",2022-04-15,COGGON,"",0.031,"","",""
"","",2022-04-15,Jefferson,"","",42.1667,6.3504,""
"","",2022-04-15,Pinnacle State Park,"",0.047,"","",""
"","",2022-04-15,FRAYSER,"",0.0282,"","",""
"","",2022-04-15,Kennewick-Metaline,"","",8.1695,3.0076,""
"","",2022-04-15,Pomeroy-Pataha St,"","","",3.3158,""
"",0.3175,2022-04-16,Phoenix JLG Supersit,0.0125,0.0313,28.5568,8.2273,0.0
"","",2022-04-16,Paradise Theater,"","","",1.3774,""
"","",2022-04-16,Fresno - Sierra Skyp,"",0.0258,"","",""
"",0.1774,2022-04-16,Calexico - Ethel Str,0.0033,0.0379,32.8214,6.5833,5.0E-4
"",0.1767,2022-04-16,Lake Elsinore - W. F,0.0024,0.0418,14.7321,5.4384,""
"","",2022-04-16,John A. Chesnut Sr.,"",0.0297,"",6.505,""
"","",2022-04-16,Garyville,"",0.0181,"","",""
"",0.1497,2022-04-16,Blaine,0.0017,0.039,3.7132,2.1163,0.0
"","",2022-04-16,Miller State Park,"",0.0524,8.3125,3.892,9.0E-4
"","",2022-04-16,New Garden,"",0.0481,"",4.5681,""
"","",2022-04-16,HVILLE,"",0.0366,"",7.3482,""
"","",2022-04-16,Clarkston-13th St,"","","",3.6505,""
0.0578,"",2022-04-16,HARRINGTON BCH,"",0.0325,"",3.4384,""
"",0.2033,2022-04-16,La Casa NCORE - 4545,0.0101,0.0283,31.6,7.6038,2.0E-4
"","",2022-04-16,Fort Collins - West,"",0.0368,"","",""
"","",2022-04-16,Palo Duro,"",0.0419,"","",""
"",0.0835,2022-04-17,Ute 1,0.0019,0.0413,"","",""
"",0.2043,2022-04-17,GRAND RAPIDS,"",0.0311,9.4167,4.525,0.0
"","",2022-04-17,Rider University,"",0.035,"",6.0762,""
"","",2022-04-17,Wash. Crossing,"",0.0332,"","",""
"","",2022-04-17,Painesville,"",0.033,"",3.8542,5.0E-4
"","",2022-04-17,Cave Junction Forest,"","","",7.3,""
"","",2022-04-17,Trenton,"",0.0253,"",3.4332,0.0
"",0.1,2022-04-17,Hawthorne,0.0071,0.0304,11.9823,5.9831,0.0
"",0.4,2022-04-17,Lindon,0.0043,0.0338,"",5.5274,""
"","",2022-04-17,Hood River West Side,"","","",3.5292,""
"","",2022-04-17,SPRNGDLE,"",0.0354,"",6.1682,""
"",0.5824,2022-04-17,Winter Park,0.0016,0.0316,"",5.15,0.001
"","",2022-04-17,DEARBORN,"","",8.8333,8.9478,""
"","",2022-04-18,Stratford,"",0.0288,"","",""
"","",2022-04-18,White Pine,"",0.0438,"","",""
"","",2022-04-18,WOOD_WTP,"",0.036,"","",""
"","",2022-04-18,Hammond-141st St,"",0.0322,"","",9.0E-4
"","",2022-04-18,Salamonie Reservoir,"",0.03,"","",""
"","",2022-04-18,Valley Central,"",0.0255,"","",""
"","",2022-04-18,CASTLE H,"",0.039,17.2391,4.6594,""
"","",2022-04-18,DEER,"",0.0346,"","",""
"","",2022-04-19,Wetumpka Tech Park,"",0.0329,"","",""
"","",2022-04-19,PARR,"",0.0402,"","",""
"","",2022-04-19,SEAFORD,"",0.0341,"",3.7343,""
"","",2022-04-19,CHI_SWFP,"",0.0279,"","",""
"",0.1606,2022-04-19,Sparks,"",0.0456,15.625,3.0673,""
"","",2022-04-19,Bayonne,0.01,0.0262,"","",0.0
"","",2022-04-19,JOANBOLD,"",0.0435,"","",""
"","",2022-04-19,Lower Price Hill,"","","",5.8385,""
"","",2022-04-20,Ajo,"","",51.2609,"",""
"","",2022-04-20,Fresno-Foundry Park,0.0167,"","",3.9022,""
"","",2022-04-20,BELLFNT2,"",0.0342,"","",3.0E-4
"","",2022-04-20,ROCK_LP,"",0.0349,"","",""
"","",2022-04-20,Hope,"",0.0345,"","",""
"",0.5391,2022-04-20,ELIZA HOWELL-NR,0.0199,"","",8.208,""
"","",2022-04-20,Bloomfield,0.0048,0.0361,"","",0.0
"","",2022-04-20,Pendleton - McKay Cr,"","","",2.4413,""
"",0.2409,2022-04-20,MON,0.0049,"","","",""
"","",2022-04-20,Yellowstone- Old Fai,0.0012,"","",3.1515,""
"","",2022-04-20,Wamsutter,0.0013,0.0476,9.9032,"",""
"","",2022-04-20,Kamiah,"","","",1.8796,""
"","",2022-04-21,Dixie,"",0.0349,"","",""
"","",2022-04-21,Candor FRO,"","","",6.4526,""
"","",2022-04-21,Kingsport,"","","",6.9912,""
"","",2022-04-21,Sheboygan-Haven,"",0.0392,"","",""
"","",2022-04-21,Ontario May Roberts,"","","",1.8636,""
"","",2022-04-21,Tahoe City,"",0.0452,"",1.0725,""
"",0.1513,2022-04-21,Boston - Roxbury,0.0068,0.0377,"",4.5455,0.0
"","",2022-04-21,Gilory - 9th Street,"",0.0404,"",2.9333,""
"","",2022-04-22,Hollister AMS,"",0.039,7.6304,2.942,""
"","",2022-04-22,Trona - Athol and Te,"",0.042,18.2807,"",""
"","",2022-04-22,Ft. Collins - CSU Fa,"","",54.4878,13.9902,""
0.4573,0.4235,2022-04-22,McMillan Reservoir,0.0131,0.032,19.5487,7.8407,""
"",0.5088,2022-04-22,DCNearRoad,0.0196,"","",10.6055,""
"","",2022-04-22,Rexburg PM25,"","","",6.0216,""
"","",2022-04-22,CARPENTER,"",0.0281,"",5.8131,""
"","",2022-04-22,WHlthDpt,0.0031,0.0324,30.3406,14.2717,""
"","",2022-04-22,Westlake,"","","",8.9283,""
"","",2022-04-22,Presque Isle Riversi,"","",12.4615,1.1538,""
"",0.4907,2022-04-22,Minneapolis-Downtown,"","","","",0.0
"","",2022-04-22,Shakopee,"",0.0313,"",6.029,""
"","",2022-04-22,Tonawanda II,"","","",4.0044,""
"","",2022-04-22,Mayfield,"",0.0394,"","",""
"","",2022-04-22,Willits Blosser Lane,"","","",6.2574,""
"","",2022-04-22,Ramblewood Park,"","",24.386,"",""
"","",2022-04-22,Boulder,0.001,0.0445,51.2647,"",""
"",0.0978,2022-04-23,La Habra,0.0054,0.0353,"","",""
"","",2022-04-23,Kennesaw,"",0.0357,"","",""
"","",2022-04-23,NILWOOD,"",0.0387,"","",""
"","",2022-04-23,Indpls-Ft. Harrison,"",0.0404,"","",""
"","",2022-04-23,CASSOPOLIS,"",0.0374,"","",""
"","",2022-04-23,Healdton,"","",17.7593,9.216,""
0.6741,0.2248,2022-04-23,Portland Near Road,0.0085,0.0184,"",6.1274,""
"","",2022-04-23,Big Piney,4.0E-4,0.0411,"","",""
"","",2022-04-23,Colville-E 1st St,"","",11.0612,3.5714,""
"","",2022-04-23,GREENBRIER COUNTY,"",0.0362,"","",""
"","",2022-04-24,Ajo,"","",15.4583,"",""
"","",2022-04-24,Coachline,"",0.0385,"",4.4454,""
"","",2022-04-24,Yuma Supersite,"",0.0467,19.3636,6.5417,""
"",0.1307,2022-04-24,Greeley - Weld Co. T,"",0.0453,"","",""
"","",2022-04-24,V_VIEW,"",0.0343,"",5.725,""
"","",2022-04-24,SHEPVILL,"",0.0467,"","",""
"",0.3912,2022-04-24,Elizabeth,"","","","",0.0
"",0.1722,2022-04-24,EAST VINTON ELEMENTA,0.0026,0.0388,"","",1.0E-4
"","",2022-04-24,Lacrosse-Hill St,"","","",2.1051,""
"","",2022-04-24,Delray Beach,"","",18.5849,6.9981,""
"","",2022-04-24,Spokane-E Broadway A,"","",10.8034,5.1453,""
"","",2022-04-24,Milwaukee-UWM UPark,0.0027,0.0429,"","",0.001
"","",2022-04-24,Strongstown,"",0.0517,"",13.5696,""
"","",2022-04-24,Narragansett,"",0.0464,"",2.4853,""
"","",2022-04-25,WYLAM,"","",25.5938,12.1375,""
"","",2022-04-25,Bill Stanley,"","",8.9583,"",""
"",0.485,2022-04-25,Salinas AMS,0.0029,0.0283,"",5.8,""
"",0.2324,2022-04-25,Mira Loma - Van Bure,0.0127,0.0346,35.5,8.9125,""
"",0.7,2022-04-25,NR-Georgia Tech,0.0177,"","",8.2204,""
"","",2022-04-25,Mountain View,"","","",5.1,0.0
"","",2022-04-25,Plummer,"",0.0354,"","",""
"","",2022-04-25,LaPorte-E. Lincolnwa,"",0.0286,"","",""
"","",2022-04-25,JPRECC,"",0.0305,"",5.6042,""
"","",2022-04-25,Rahway PM,"","","",4.3333,""
"","",2022-04-25,CHERRYGR,"",0.04,"","",""
"",0.0733,2022-04-25,Cheyenne NCore,0.0024,0.0405,9.2083,6.0833,0.0
"","",2022-04-25,Toms River,"","","",5.3333,""
"",0.0746,2022-04-25,Copper View,0.0099,0.0333,"",3.2568,0.001
"","",2022-04-25,Norristown,"",0.0395,"",8.1208,""
"","",2022-04-26,Tuscan Butte (Season,"",0.0531,"","",""
"","",2022-04-26,Wilmington,"",0.0292,"","",""
"","",2022-04-26,Burneyville,"",0.0329,"","",""
"","",2022-04-26,Bennington,"",0.0411,"",5.1791,""
"","",2022-04-26,Pinehurst,"",0.0362,10.9018,4.6381,""
